"pet_id","visit_date","issue","resolution"
5940,2023-10-18,"Annual Checkup","All clear, healthy diet recommended"
5323,2023-08-12,"Annual Checkup","Diet adjustment recommended for weight management"
2058,2022-06-26,"Annual Checkup","Vaccination completed, next due in 1 year"
8353,2022-06-22,"Dental Cleaning","Cleaning done, no dental issues"
5925,2022-04-25,"Annual Checkup","Vaccination completed, next due in 1 year"
9558,2023-03-05,"Dental Cleaning","Cleaning done, no dental issues"
6338,2022-08-22,"Annual Checkup","Vaccination completed, next due in 1 year"
538,2023-06-14,"Annual Checkup","All clear, healthy diet recommended"
8177,2022-04-02,"Annual Checkup","All clear, healthy diet recommended"
1772,2023-11-05,"Annual Checkup","All clear, healthy diet recommended"
9218,2023-11-24,"Dental Cleaning","Cleaning done, no dental issues"
8710,2022-07-09,"Ear Infection","Medication and follow-up in 2 weeks for infection"
6731,2023-01-30,"Injury","Physical therapy recommended for joint issues"
4438,2022-09-26,"Annual Checkup","Vaccination completed, next due in 1 year"
6518,2023-09-22,"Injury","Sprain identified, rest and limited movement advised"
2869,2023-06-24,"Injury","Physical therapy recommended for joint issues"
3750,2022-12-30,"Injury","Minor surgery performed, recovery monitored"
831,2022-11-15,"Annual Checkup","Vaccination completed, next due in 1 year"
4947,2022-10-20,"Annual Checkup","Vaccination completed, next due in 1 year"
7331,2023-09-25,"Dental Cleaning","Cleaning done, no dental issues"
4073,2023-03-18,"Annual Checkup","All clear, healthy diet recommended"
4768,2022-12-01,"Ear Infection","Medication and follow-up in 2 weeks for infection"
7296,2023-12-07,"Annual Checkup","All clear, healthy diet recommended"
4690,2023-11-29,"Annual Checkup","Diet adjustment recommended for weight management"
2381,2023-10-30,"Dental Cleaning","Cleaning done, no dental issues"
6729,2022-06-03,"Annual Checkup","Vaccination completed, next due in 1 year"
8354,2023-02-19,"Annual Checkup","All clear, healthy diet recommended"
6205,2022-10-19,"Annual Checkup","Diet adjustment recommended for weight management"
4307,2022-04-17,"Dental Cleaning","Cleaning done, no dental issues"
6963,2022-11-03,"Annual Checkup","All clear, healthy diet recommended"
1060,2023-12-02,"Ear Infection","Medication and follow-up in 2 weeks for infection"
2729,2022-08-14,"Annual Checkup","All clear, healthy diet recommended"
503,2023-07-13,"Annual Checkup","All clear, healthy diet recommended"
9960,2023-07-25,"Annual Checkup","Diet adjustment recommended for weight management"
3467,2022-09-19,"Dental Cleaning","Cleaning done, no dental issues"
2415,2022-11-14,"Annual Checkup","Diet adjustment recommended for weight management"
7757,2023-06-09,"Annual Checkup","Vaccination completed, next due in 1 year"
6851,2022-08-21,"Dental Cleaning","Cleaning done, no dental issues"
9236,2023-11-28,"Injury","Minor surgery performed, recovery monitored"
9271,2023-07-22,"Dental Cleaning","Cleaning done, no dental issues"
9946,2022-12-09,"Dental Cleaning","Cleaning done, no dental issues"
5578,2022-10-14,"Annual Checkup","Diet adjustment recommended for weight management"
9163,2023-07-30,"Dental Cleaning","Cleaning done, no dental issues"
6102,2023-11-16,"Annual Checkup","Diet adjustment recommended for weight management"
8697,2022-11-25,"Injury","Minor surgery performed, recovery monitored"
7331,2022-04-06,"Annual Checkup","Diet adjustment recommended for weight management"
5194,2022-05-23,"Dental Cleaning","Cleaning done, no dental issues"
3828,2022-06-15,"Dental Cleaning","Cleaning done, no dental issues"
1370,2023-06-20,"Annual Checkup","Diet adjustment recommended for weight management"
1939,2023-01-10,"Dental Cleaning","Cleaning done, no dental issues"
4212,2023-08-28,"Dental Cleaning","Cleaning done, no dental issues"
8586,2023-06-08,"Annual Checkup","Diet adjustment recommended for weight management"
7113,2023-01-12,"Annual Checkup","Vaccination completed, next due in 1 year"
3612,2023-07-23,"Annual Checkup","All clear, healthy diet recommended"
6617,2023-02-07,"Annual Checkup","Vaccination completed, next due in 1 year"
9968,2022-10-03,"Dental Cleaning","Cleaning done, no dental issues"
6121,2023-12-08,"Annual Checkup","All clear, healthy diet recommended"
5243,2023-07-03,"Annual Checkup","All clear, healthy diet recommended"
3767,2022-07-29,"Annual Checkup","Vaccination completed, next due in 1 year"
5925,2023-10-30,"Annual Checkup","Vaccination completed, next due in 1 year"
6121,2022-05-31,"Annual Checkup","Diet adjustment recommended for weight management"
5789,2023-09-07,"Injury","Minor surgery performed, recovery monitored"
5421,2022-11-08,"Dental Cleaning","Cleaning done, no dental issues"
7416,2023-01-27,"Dental Cleaning","Cleaning done, no dental issues"
4150,2022-07-28,"Annual Checkup","All clear, healthy diet recommended"
2747,2023-11-07,"Dental Cleaning","Cleaning done, no dental issues"
1001,2023-03-25,"Annual Checkup","Vaccination completed, next due in 1 year"
6556,2023-09-03,"Injury","Minor surgery performed, recovery monitored"
9,2023-01-13,"Dental Cleaning","Cleaning done, no dental issues"
8702,2022-09-17,"Ear Infection","Medication and follow-up in 2 weeks for infection"
9136,2022-04-06,"Injury","Physical therapy recommended for joint issues"
4278,2023-09-24,"Annual Checkup","All clear, healthy diet recommended"
8705,2022-09-21,"Dental Cleaning","Cleaning done, no dental issues"
5747,2023-05-07,"Injury","Minor surgery performed, recovery monitored"
1956,2023-09-01,"Annual Checkup","All clear, healthy diet recommended"
9124,2022-11-23,"Ear Infection","Medication and follow-up in 2 weeks for infection"
7799,2023-02-17,"Dental Cleaning","Cleaning done, no dental issues"
3617,2023-12-22,"Annual Checkup","Vaccination completed, next due in 1 year"
9856,2023-01-15,"Dental Cleaning","Cleaning done, no dental issues"
3569,2022-10-12,"Ear Infection","Medication and follow-up in 2 weeks for infection"
9187,2022-07-18,"Annual Checkup","Vaccination completed, next due in 1 year"
8676,2022-10-13,"Injury","Sprain identified, rest and limited movement advised"
8510,2022-06-02,"Injury","Sprain identified, rest and limited movement advised"
3750,2023-02-14,"Annual Checkup","Vaccination completed, next due in 1 year"
1678,2023-07-09,"Annual Checkup","All clear, healthy diet recommended"
1939,2023-01-19,"Annual Checkup","Diet adjustment recommended for weight management"
2726,2022-08-26,"Dental Cleaning","Cleaning done, no dental issues"
6556,2022-04-06,"Dental Cleaning","Cleaning done, no dental issues"
1963,2023-08-24,"Annual Checkup","All clear, healthy diet recommended"
8840,2023-07-22,"Annual Checkup","Diet adjustment recommended for weight management"
6482,2023-07-08,"Annual Checkup","All clear, healthy diet recommended"
2590,2023-12-14,"Annual Checkup","All clear, healthy diet recommended"
2898,2022-08-19,"Annual Checkup","All clear, healthy diet recommended"
9525,2022-08-14,"Annual Checkup","All clear, healthy diet recommended"
2191,2022-12-03,"Annual Checkup","Diet adjustment recommended for weight management"
9445,2023-07-01,"Annual Checkup","Diet adjustment recommended for weight management"
717,2022-09-07,"Annual Checkup","Vaccination completed, next due in 1 year"
7004,2023-11-30,"Annual Checkup","All clear, healthy diet recommended"
8940,2022-05-23,"Annual Checkup","Diet adjustment recommended for weight management"
9379,2023-02-15,"Annual Checkup","All clear, healthy diet recommended"
2837,2023-08-05,"Annual Checkup","Vaccination completed, next due in 1 year"
4438,2022-04-13,"Annual Checkup","Vaccination completed, next due in 1 year"
9581,2022-04-07,"Dental Cleaning","Cleaning done, no dental issues"
1949,2023-02-14,"Dental Cleaning","Cleaning done, no dental issues"
3484,2023-04-28,"Dental Cleaning","Cleaning done, no dental issues"
6556,2023-12-09,"Annual Checkup","Diet adjustment recommended for weight management"
8226,2023-09-27,"Annual Checkup","Diet adjustment recommended for weight management"
9695,2023-02-06,"Injury","Minor surgery performed, recovery monitored"
658,2022-07-23,"Dental Cleaning","Cleaning done, no dental issues"
3846,2023-02-05,"Annual Checkup","Diet adjustment recommended for weight management"
9379,2022-04-21,"Ear Infection","Medication and follow-up in 2 weeks for infection"
3821,2023-10-02,"Annual Checkup","Diet adjustment recommended for weight management"
2287,2023-01-18,"Annual Checkup","All clear, healthy diet recommended"
9561,2022-11-10,"Annual Checkup","Diet adjustment recommended for weight management"
6518,2023-03-11,"Dental Cleaning","Cleaning done, no dental issues"
5288,2023-10-17,"Annual Checkup","Diet adjustment recommended for weight management"
9218,2023-06-01,"Annual Checkup","All clear, healthy diet recommended"
3026,2023-05-12,"Injury","Minor surgery performed, recovery monitored"
4834,2023-09-17,"Injury","Minor surgery performed, recovery monitored"
2178,2023-09-15,"Dental Cleaning","Cleaning done, no dental issues"
7485,2022-08-11,"Annual Checkup","All clear, healthy diet recommended"
9136,2022-04-15,"Annual Checkup","All clear, healthy diet recommended"
3228,2023-07-30,"Injury","Physical therapy recommended for joint issues"
9163,2023-01-20,"Annual Checkup","Vaccination completed, next due in 1 year"
2805,2022-05-28,"Injury","Sprain identified, rest and limited movement advised"
8070,2022-09-14,"Injury","Physical therapy recommended for joint issues"
